participant_file,sent_id,condition,authority_rating,explanation_text
no.051,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""It's written formally and conveys authority in its language.""}"
no.051,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It's authoritative and outlines what is expected.""}"
no.051,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""The language is official and authoritative.""}"
no.051,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It uses very formal and authoritative language.""}"
no.051,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""It is outlined in a formal and authoritative way.""}"
no.052,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""This doesn't really sound authoritative because it follows a previously outlined rule.""}"
no.052,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""This rule tries to ensure that there is a consensus among the partners, and if there is not then a penalty is enacted.""}"
no.052,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""This makes sure that both parties are responsible for the money at all times, making it less likely that any scamming will occur.""}"
no.052,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""This allows for inspections at home and abroad, which seems like an overstep of authority.""}"
no.052,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""This prevents courts from taking advantage and acting in their own interests. This legislation would help keep the courts fair.""}"
no.052,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""Child abuse is a serious offense and it needs to be reported, there can't be too many rules in regards to this.\n""}"
no.052,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""By requiring actual trends and statistics be used, it seems rational to need these guidelines to be set. ""}"
no.052,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""This is a great way to avoid any party having too much power because the government cannot be \""held hostage\"" and shut down just to benefit one party.""}"
no.052,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""This seems somewhat controlling, both parties should have to agree in order for a new agreement to come into effect.""}"
no.052,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""This legislation is trying to avoid misuse of funds, it seems legitimate.""}"
no.052,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""By offering a fee it seems like this is not authoritative. ""}"
no.052,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""This legislation aims to protect workers and hold operators responsible.""}"
no.052,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""This legislation allows 1 party to have power without oversite of the court, which could lead to problems.""}"
no.052,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""Nothing about this legislation makes it seem like it could be considered controlling or authoritative. ""}"
no.052,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""This legislation dictates when apprentices may drive ,but gives options to avoid restrictions.""}"
no.052,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""This legislation aims to dictate who can carry a gun and where, which seems authoritative.  ""}"
no.053,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""The decision does not give any room for questioning""}"
no.053,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""It gives the criminal justice agency full mandate""}"
no.053,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""it details how the secretary of the tressurycan operate""}"
no.053,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""they are sharing equal rights""}"
no.053,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""it gives the Librarian more credit""}"
no.053,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""the lessee has an option to decline the agreement""}"
no.053,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""there is balance of authority between parties""}"
no.053,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""there is a share of fees""}"
no.053,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""it gives the operator no choice but to agree on the terms""}"
no.053,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""Seems like the contractor inspector can do as he/she likes""}"
no.053,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""there is a condition for something to happen""}"
no.053,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""the court can be in favor""}"
no.053,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""there is room for petition""}"
no.053,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""there is barring of some funds not being used at some certain point""}"
no.053,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""It is giving permission""}"
no.053,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""there is a rule that is being followed befoe use of the commercial motor vehile""}"
no.054,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""The language is very formal, giving the user strict language to define permissions and conditions.""}"
no.054,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""This uses mandatory language such as \""shall\"" to enforce its policies and procedures. ""}"
no.054,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""This also uses mandatory language like \""shall\"" to enforce its procedures and policies on film registries.""}"
no.054,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""It uses formal legal language like \""shall\"" to enforce the policies and procedures.""}"
no.054,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""The provision uses legal language to tell us about the enforcement of this law.""}"
no.054,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""The provision uses the term, \""Shall be deemed\"" to show how the law needs to be enforced.""}"
no.054,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""The provision formally defines legal language responsibilities and liabilities and specifies penalties prescribed by law.""}"
no.054,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""This provision grants authority to the Treasury Secretary to regulate.""}"
no.054,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""It grants the liquidating agent broad discretionary power to disallow claims. ""}"
no.054,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It clearly and definitely restricts the use of funds and using mandatory language.""}"
no.054,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""The provision uses compulsory language to impose specific, ongoing safety duties.""}"
no.054,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""It vests discretionary power to the Administrator to permit the carrying of firearms. ""}"
no.054,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""It authorizes a significant financial contribution but explicitly restricts that authority to amounts approved in advance by Congress.""}"
no.054,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It permits the Secretary to delegate inspection duties to contractors but explicitly restricts their authority by prohibiting them from issuing certificates.""}"
no.054,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""It imposes a mandatory duty on state agencies using “shall” and specifies how compliance must occur. ""}"
no.054,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It gives the Secretary broad power to change lease terms and treats a lessee’s failure to object as conclusive agreement.""}"
no.055,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""My reasoning for the rating I gave is because I don't really think this bill is necessary. I don't know if I see this as super important.""}"
no.055,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""I don't think this sounds very authoritative at all really. I don't know how to feel about this.""}"
no.055,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""I don't think it sounds that authoritative at all really. I'm not too sure about this one.""}"
no.055,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""I think this sounds okay. I would trust this.""}"
no.055,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""Not too sure how I feel about this. It doesn't sound too appealing.""}"
no.055,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""I think this is authoritative. I think this is a good bill though as it can help prevent injuries. ""}"
no.055,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""I think this sounds very authoritative. I think this might be a good idea. ""}"
no.055,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""It doesn't sound too authoritative. But it might be okay.""}"
no.055,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""I think it sounds pretty authoritative. I would think this is okay.""}"
no.055,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""I think it sounds pretty authoritative. I would think this makes sense.""}"
no.055,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""Not too sure about this one. It seems pretty neutral to me.""}"
no.055,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""I think it sounds a little authoritative. It might be good not too sure. ""}"
no.055,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""I think it sounds okay. Neutral on this one.""}"
no.055,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""I think it sounds okay. Neutral is what I feel for this one.""}"
no.055,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""I think it sounds pretty neutral. Maybe a bit authoritative. ""}"
no.055,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""I think it sounds a bit authoritative. It seems decently reasonable.""}"
no.056,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""If no court may review the board's determination, this sounds very authoritative to me. There is no pushback, no questioning. You would hope that the liquidating agent made the correct decision. ""}"
no.056,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""This does not sound very authoritative to me because the state can push back even if the court fails to meet with time limitation. So it is not just a one and done situation. There is a natural backup to this issue. ""}"
no.056,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""This is a very authoritative statement because there is no way to get around reporting child abuse crimes to the national criminal history background check system. In fact, there is even backup to that by reporting or indexing all felony and serious misdemeanor arrests and dispositions on top of child abuse crimes. ""}"
no.056,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""There is a clear process on how to reappropriate, time by item. It does not give an option to push back or argue this point. This is just the process, end of story. ""}"
no.056,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""This does not sound very authoritative to me because every individual is looked at based on morality tables and independent studies. So it is not just one regulation overarching not taking into account individuals. On the contrary the individuals are seen and taken into account. ""}"
no.056,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""This is a very authoritative statement because it is an order that doesn't change no matter where the individual is in the country or whether it is a federal court or not. ""}"
no.056,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""I would say mostly authoritative, expect for the end when the Secretary has to determine if there is a safety concern. So that decision could differ between individuals making it somewhat authoritative but not completely. ""}"
no.056,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""The use of the word may multiple times makes it sound less authoritative, though it does begin with involuntary which sounds more authoritative. But it still sounds like the court has options. ""}"
no.056,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""There is a clear process and a clear order of business here. While the secretary has options to readjust the terms and conditions, it still sounds like the legislation is clear cut. ""}"
no.056,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""I would say this sounds authoritative because this gives the secretary the ability to contract for inspections or examinations or authorize a contract inspector to do so on their behalf within reason. This is pretty clear cut. ""}"
no.056,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""This is very clear cut and there is not an opportunity to push back on this legislation. You simply may not use funds in this section to construct or renovate a building or structure. ""}"
no.056,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""Basically, do not do anything illegal because you will be in serious trouble with the United States. This is very clear and serious. I would say extremely authoritative.""}"
no.056,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""This is authoritative. There is a clear plan and procedure in place. There is even a clear plan in place if dangerous conditions are found. ""}"
no.056,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""There is a clear legislation backup if the administrator deems it necessary to have his employees carry firearms. But there is no criteria for what his definition of necessary would be. So it is authoritative, but not strongly authoritative. ""}"
no.056,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""Strongly authoritative because it gives clear guidelines on amount and the criteria in order to contribute that amount. ""}"
no.056,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""There is clear instruction and criteria for when the seal is used and how it is used o other approved copies of the registry version of a film. I would consider this authoritative. ""}"
no.057,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""I rated it highly authoritative because it uses formal legal language, clearly defines who may carry firearms, and links the authority to official duties and public interest, which are typical features of enforceable legislation.""}"
no.057,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""I rated it highly authoritative because it clearly specifies who has the power, the exact amount and purpose of the contribution, and legally limits the exercise of that authority to amounts approved in advance by appropriations Acts.""}"
no.057,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""I rated it highly authoritative because it clearly establishes financial responsibility for both officers and specifies legal consequences for misconduct, using formal language that aligns with enforceable government legislation.""}"
no.057,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""I rated it highly authoritative because it clearly requires state criminal justice agencies to report or index child abuse crime information, specifies acceptable methods for compliance, and uses formal, enforceable legal language.""}"
